NAME	Memory CD4 T	B	CD14+ Mono	NK	CD8 T	Naive CD4 T	FCGR3A+ Mono	DC	Platelet
CIAPIN1	1	1	1	39.1314681466005	1	1	1	22.9406403102819	1
CINP	1	1	29.6881654905797	1	1	1	33.4790905818432	45.6755080499268	1
CISD2	87.8798002131691	1	1	1	1	1	49.6938126647018	70.2817936167379	1
CISH	39.3701632242373	1	1	1	1	31.8858335693666	1	1	1
CKAP4	1	1	1	1	1	1	35.3155052821421	1	1
CKB	1	1	1	1	1	1	67.9378625713872	1	1
CKS1B	1	69.5553600711775	1	1	1	1	56.7204365410087	1	1
CKS2	1	1	1	186.409421403218	1	1	103.140168398293	1	1
CLDN5	1	1	1	1	1	1	1	1	572.114574196973
CLDND1	17.6370834575989	1	1	1	1	1	1	1	1
CLEC10A	1	1	1	1	1	1	1	362.789962314241	1
CLEC11A	1	1	1	1	1	1	1	45.0958619268699	1
CLEC12A	1	1	52.6018343374009	1	1	1	42.3340550181417	1	1
CLEC1B	1	1	1	1	1	1	1	1	549.614142810288
CLEC2B	56.4669243586765	1	1	116.103449305891	86.4175723507374	1	43.2552704192296	45.0033345119499	1
CLEC2D	38.2707062046697	1	1	1	39.3594588846548	36.2868286868995	1	1	1
CLEC4A	1	1	99.0517166975146	1	1	1	1	104.609246701171	1
CLEC4C	1	1	1	1	1	1	1	83.9460155362314	1
CLEC4E	1	1	62.2316407925752	1	1	1	1	1	1
CLEC7A	1	1	43.7285915472257	1	1	1	50.7470945723989	20.8463693163649	1
CLIC2	1	1	1	1	1	1	1	43.349344137596	1
CLIC3	1	1	1	1795.33017523884	222.535743008542	1	1	260.810496109019	1
CLK1	29.2619894325879	30.0352962637484	1	34.8122906816316	1	1	1	11.012083769582	1
CLPP	110.71474251509	1	1	123.025933042704	65.7731996209518	91.3005693346162	1	50.2080969644638	1
CLU	1	1	1	1	1	1	1	1	1487.26321549171
CMAS	53.8337678645746	1	1	1	1	1	46.2836581366705	1	18.113210919686
CMC1	1	1	1	54.3666230586712	42.8127064109493	1	1	11.291437977871	1
CMPK2	1	1	1	1	1	1	23.6838290421134	35.0333783074382	1
CMSS1	1	1	1	1	1	1	1	27.1162769262105	1
CMTM5	1	1	1	1	1	1	1	1	609.232888258752
CMTM8	158.690709536795	1	1	1	1	1	1	1	1
CNDP2	1	1	1	20.2090641390006	1	1	15.5806136742072	128.824252306222	1
CNIH1	88.8249129663281	78.0068953154507	44.657628139056	1	59.6999685618918	96.0711403847199	39.6503453503822	38.3044500631662	1
CNIH4	1	1	1	1	1	1	154.618707683198	1	1
CNOT7	29.6687158830504	1	1	1	1	37.4411343334904	24.0386546084467	1	1
CNPPD1	1	1	1	55.652914488075	1	1	63.5077742075786	58.3421865215805	1
COA4	59.9962413412679	73.7504343320487	36.3304254181046	1	1	1	37.208488368379	47.2437141701147	1
COA5	1	1	1	81.2294376424642	1	1	1	70.899871224735	1
COA6	165.374969351876	1	78.7781432438778	1	1	1	101.200163466922	108.041571525919	1
COMMD1	41.4494905676285	53.4866492328687	44.3430468589891	72.1760327596959	1	1	21.0099892160689	58.8733754094287	1
COMMD10	1	1	1	1	1	1	1	25.7845261394751	1
COMMD9	1	57.7149596921258	69.709993850174	1	1	1	93.581856319581	105.147697139815	1
COMT	31.2708087871263	1	60.2759965478238	54.3797570179934	1	1	48.8653025771385	50.3535912180552	37.9695634400698
COPRS	1	1	1	1	1	1	1	39.4621406139368	1
COPS4	32.3284829193398	1	1	1	39.2477743761495	1	1	1	1
COPS8	1	1	1	45.977932504242	47.1855201908416	1	1	22.5563693583549	1
COQ10B	43.2067821615004	1	1	60.8885310787032	1	1	34.2988293086585	1	1
COQ2	1	1	1	1	1	1	64.6541576321826	22.8338061896927	1
COQ7	32.7554279419508	78.3645213274593	28.192476266147	32.4261137064752	1	1	20.5277426166436	36.9615638835299	1
CORO1B	163.114434104153	1	73.7141493922022	1	1	70.6056669074111	81.3366209703529	72.8692075638006	244.459928631953
COX11	27.3279810965094	30.7069648708217	1	1	33.0637445398634	32.7212189691101	1	15.8400490116989	1
COX19	1	1	1	55.0625047814075	1	1	21.9868666023868	38.3340369674556	1
COX20	40.3618033936958	1	1	1	1	1	1	33.6421653422765	1
CPPED1	1	1	78.4057830541852	1	1	1	137.740938051704	65.687827513088	1
CPQ	1	1	1	1	1	1	29.575749834404	1	1
CPSF6	1	1	1	31.307252145149	1	1	1	43.6750417186159	1
CPVL	1	1	173.064800323239	1	1	1	109.333070640811	343.346651931734	1
CREG1	1	1	135.836592500717	1	1	1	59.442835464205	31.7822270373477	1
CRELD2	33.6643233694894	1	1	65.8170552119259	74.4750933718004	1	1	19.3276778424653	1
CRIP2	42.0405493085194	1	1	1	1	1	1	1	1
CRLF3	36.6632167122816	1	1	87.845004575039	1	49.9462516772906	35.0135597066433	1	1
CRLS1	1	1	1	1	1	1	1	34.5529510072183	45.7700939248333
CRTAM	1	1	1	1	60.889219613051	1	1	1	1
CRTAP	1	1	37.321953808003	1	1	1	1	36.7301354025722	1
CSF1R	1	1	36.5266192363044	1	1	1	143.082081950602	52.2350654645408	1
CSF2RA	1	1	32.4521358238208	1	1	1	1	52.454068062844	1
CSF3R	1	1	68.039111420962	1	1	1	1	27.1935253247494	1
CSGALNACT2	1	1	1	1	1	1	1	44.3664418946046	1
CSRNP1	105.865380230577	1	37.6925997523431	1	1	1	53.8716260032011	68.1764964177189	1
CST3	120.665967412994	139.92238943863	5582.95662344455	200.980420454699	147.070313952927	129.693039358579	5065.63802856718	10736.5845306027	2237.8382459365
CST7	298.91573708995	1	1	10328.869569206	4380.6886442126	1	1	131.956366378929	1
CSTA	1	1	220.054371951584	1	1	1	60.5824508165096	60.0366058429626	1
CTA.29F11.1	271.265357191513	1	1	1	1	318.385515400794	1	315.419493191605	1
CTA.384D8.34	1	1	1	1	1	1	190.565089064497	128.022100210111	1
CTBP2	1	1	1	36.719783399688	1	1	1	5.7003198098986	1
CTC.479C5.12	1	1	1	51.7100992696426	1	1	1	1	1
CTC.523E23.11	196.978727154931	1	1	1	1	209.91209280962	1	1	1
CTD.2006K23.1	1	1	1	1	1	1	121.069862230803	1	1
CTD.2035E11.3	220.607116198268	1	211.611082371757	392.303888060697	572.792576038217	230.578362877894	1	120.34408382242	1
CTD.3184A7.4	114.918371584188	154.665480808006	1	1	1	1	1	1	1
CTDNEP1	1	1	27.950992213356	1	1	1	1	15.1737772882291	1
CTDSP1	38.401578564067	1	1	75.6753677115152	1	1	23.3870400060313	24.4626852457364	1
CTDSP2	27.6344424483078	1	1	1	1	1	19.67479224397	26.0991394514984	1
CTDSPL	1	1	1	1	1	1	1	1	64.6397839831005
CTNNBIP1	1	1	36.211837795159	1	1	1	1	53.0081766099219	53.8847676108272
CTNNBL1	1	1	35.1646356092005	75.754259726687	58.4134667563742	1	59.5893870872908	35.7269548772658	1
CTSA	35.2934753820786	1	30.9416785988377	44.7795721459502	26.3788544523687	1	40.7106231740591	21.6611285873648	588.448376366265
CTSB	1	1	70.4813368020684	1	1	1	55.5528423388633	34.1496326172687	1
CTSC	49.8828111246171	1	31.9776231310951	175.290950101567	105.507453261096	1	146.546543229364	72.0637969122937	1
CTSH	1	52.4171653986953	106.28483097857	1	1	1	65.8223132891141	120.271870237722	1
CTSL	1	1	1	1	1	1	158.613310830198	1	28.3494323585009
CTSW	270.122450120237	1	1	4043.53791163666	2196.09929438857	404.909464956561	1	108.657776921725	1
CTSZ	1	67.2627519356918	229.022337273479	1	1	1	190.568617490352	221.728777221053	21.7639528335859
CUL1	1	1	1	1	1	1	1	73.1827255226248	1
CUTC	1	106.499058527846	1	90.3783188976635	115.953678826787	104.999311964978	1	1	1
CUX1	1	1	1	1	1	1	21.7565514766939	1	1
CWC25	1	53.5367055245706	1	1	1	1	1	25.4388528430801	1
CWC27	1	1	1	1	69.1903361921682	1	1	61.2100983981125	1
CX3CR1	1	1	1	125.285756895056	1	1	60.1860823306671	1	1
CXCL16	1	1	1	1	1	1	137.974631568694	39.2113591557328	88.9351677322942
CXCL2	1	1	1	1	1	1	1	126.207014011677	1
CXCR3	69.8456723549271	1	1	1	63.5110802477413	1	1	129.988808270308	1
CXCR4	760.233528251422	1427.99908501724	90.2982416717623	512.477571359686	817.171610528228	796.391332421448	116.05947338602	478.110799358733	35.3351232079744
CXXC5	1	54.2771574476513	1	42.0750978236172	1	1	1	1	1
CXorf21	1	1	1	1	1	1	1	86.2310953484878	1
CYB561A3	1	46.2416436141058	1	1	1	1	1	20.4854473424303	1
CYB561D2	43.3973420219599	1	1	125.595233000001	62.6558582834532	1	37.8846404838433	30.5723526035218	1
CYB5A	27.2435527245543	51.1215966080141	1	1	36.5351054457141	1	1	1	1
CYB5B	25.6994118673183	1	1	78.3410472436822	1	1	1	20.3936152037858	1
CYB5R1	1	1	1	1	1	1	1	19.5479560376012	218.287584081524
CYB5R4	1	36.704383738344	23.7579814203458	1	1	1	20.3528949355778	22.0177552111306	72.5446154862036
CYBB	1	1	53.6888466168689	1	1	1	57.9952891625675	20.0152393437854	1
CYFIP2	1	1	1	29.58002750002	1	1	1	1	44.5234086715168
CYLD	22.7584293495366	1	1	1	1	1	1	1	1
CYSTM1	1	1	82.433027803569	1	1	1	76.7910788544773	113.699547408277	1
DAP	1	1	1	1	1	1	1	30.3122052836957	131.829548261272
DAPP1	1	57.9294690554049	1	1	1	1	1	32.2006185764244	164.525172917845
DARS	59.3019736774076	83.8154446991735	1	1	45.2340668353233	47.0638505281421	1	46.7903548165483	1
DBNL	20.5722775120717	36.5693020596834	21.3392894166137	39.7741116864562	25.5833480950623	16.7352891714849	32.3458583738305	19.6529037296275	129.385274496976
DCAF7	1	1	1	26.6749307729439	1	1	1	13.6089443192174	1
DCK	131.82146044135	203.305548496008	1	159.615015580795	128.767905091188	89.9060371898821	51.1750769366627	57.9660665911715	1
DCPS	1	1	1	75.4685358510992	1	1	28.9042056832832	71.7346112453566	1
DCTN6	1	1	1	60.8872494810719	1	1	47.6473997405155	108.874980446429	1
DCTPP1	51.687679251994	63.7832505883827	1	94.3111469278111	1	1	64.3687400152513	39.5276592677007	1
DCUN1D5	1	1	1	1	1	1	1	32.7261049023899	1
DDA1	46.7411870814843	1	1	1	1	1	25.5398954389959	36.5932441911072	1
DDB2	1	1	1	1	1	1	52.1881915925708	51.5174403091496	1
DDIT3	47.2407217784557	1	1	81.5822666963618	1	1	1	60.378833510474	1
DDX19B	1	1	1	34.4818158840814	1	1	1	1	1
DDX27	1	40.7764874405406	1	1	1	1	1	33.6103247714732	1
DDX39A	37.6318745246509	29.625103716928	1	33.6284784914127	40.2331736693847	1	1	31.2514069376673	1
DDX3X	27.9813987863977	1	1	27.1943366202048	1	1	1	27.5891282660703	1
DDX49	1	1	1	1	1	1	1	31.357499943695	1
DDX50	1	1	1	56.4631656460307	53.3632824523181	1	1	1	1
DDX6	1	1	1	22.7341248281073	20.9442169201596	1	1	1	1
DEDD2	34.1882948291053	1	1	44.6678602904151	39.8463956753351	1	51.0028386264435	25.8119248341403	1
DEF6	94.9344716400509	1	41.5126363722404	242.403067992253	295.924269518357	117.236605581565	58.2649757367107	49.284483038361	1
DEGS1	136.870583456475	108.750990850651	1	67.0216540966591	87.953428253075	70.3269703146687	32.8308476147541	52.589133034613	1
DENND2D	79.5465959466152	1	1	139.37280933371	84.5140929261009	108.911787897059	1	1	1
DENND6B	1	1	1	1	1	1	27.1865180126709	1	1
DENR	50.3516823696856	92.9055924835741	1	70.7213587087242	62.0282851617127	60.7332736654032	50.124480292088	53.4560043378249	1
DERA	1	1	1	1	1	1	27.8339674124197	1	41.2343693432675
DERL1	1	1	1	49.2581024129522	64.7739961311975	1	20.774040242701	17.6155220052561	1
DERL2	28.1227835932781	1	1	49.8476102460514	36.663433875205	1	1	31.4353511388696	1
DESI1	1	1	1	1	1	1	33.3333659575235	26.3485431394316	1
DET1	1	1	1	1	1	1	1	33.0557731327932	1
DEXI	73.7730647568153	1	1	1	1	1	1	1	1
DGCR6L	186.733315333306	1	136.762410524754	180.064923641075	212.807715654408	174.750404634801	59.5529454455457	122.980511039406	1
DGKZ	1	1	1	48.4489998612617	19.3579069744487	1	1	1	1
DHRS4L2	37.5130235757558	1	83.1822673477027	1	1	1	33.9205281271645	296.162321459218	1
DHX29	1	1	1	1	1	1	21.7417374098577	33.7212718392582	1
DIAPH1	1	1	1	28.1971830615121	1	1	1	15.2373257864633	49.6805602777977
DIMT1	1	1	1	1	65.5389164605774	1	1	1	1
DMTN	1	1	1	1	1	1	1	1	183.974691216853
DNAAF2	1	1	1	1	74.3517497957451	1	1	1	1
DNAJA2	70.9430335215286	1	1	38.7460189648341	42.2007829934538	1	30.2406392582665	22.3384088534033	1
DNAJB1	160.175635010769	48.0015023346869	31.6425782644937	57.7841923994731	159.658942284691	172.487862457664	43.5525489304997	41.0381054512998	1
DNAJB11	1	1	1	84.8100699564378	38.8267584522969	1	1	19.5329448948788	1
DNAJB6	21.0620144998728	1	1	34.3095488801254	20.6451525450686	18.0923635460269	16.166517988817	19.5373884594251	160.451859352304
DNAJB9	147.313575015805	128.601577537782	1	104.773781628376	83.8568482384866	101.043293534281	49.2500464884215	63.4207567555206	1
DNAJC1	42.0706546313737	1	1	142.117024918556	136.896780937941	1	43.8981359876935	49.4854250164547	1
DNAJC19	57.3173444024639	48.8193786760004	1	53.380840482477	87.6116498751412	50.8577726905301	1	1	22.0366005405754
DNAJC4	1	61.6818014297188	41.9846504637743	1	1	1	24.1719496159199	68.506316766033	75.3670508866902
DNAJC5	1	1	1	1	1	1	26.5835845933465	1	1
DNAJC9	49.8128166007143	1	1	1	54.8820488266845	1	1	35.215005651606	1
DNASE2	1	1	1	82.7669827073988	1	1	83.2119190791419	1	1
DNPH1	153.756847216287	120.210064223379	1	1	1	89.1200714624865	70.3518968686828	158.796460966493	26.4729511714415
DNTTIP1	1	1	91.3054322489651	1	1	1	85.3735579539185	140.031311210215	1
DNTTIP2	25.7031145158447	1	1	48.0765395835441	36.212301782146	32.761091709388	20.5167723877716	18.6417901724313	1
DOCK8	1	24.0683945857436	1	1	1	1	15.7069064975404	14.9426207825657	1
DPEP2	1	1	33.5692253322944	1	1	1	72.2260677596674	1	1
DPM2	1	1	1	111.157809933159	1	1	1	38.4029988738391	1
DPM3	128.365260893068	1	1	180.54501752847	126.88555476527	1	70.0581032020023	79.4847891645834	1
DR1	24.6458899559886	1	1	27.3015076333233	1	1	19.1807829538918	32.2794747362647	75.4993047346409
DRG1	59.6777362264413	1	1	118.335609895483	93.9785085663546	1	1	43.768949753947	1
DSTN	120.380850981912	1	1	148.551732491319	120.240898492627	92.0502341539207	89.4308920361606	66.8813208255201	193.905622575976
DTD1	57.9543880624474	1	1	62.290728959014	101.399190634195	1	54.2322340127236	44.0449115333112	1
DTNBP1	26.8666961274414	45.8506530505418	1	40.9303155253946	38.9854111087105	1	1	1	1
DTYMK	1	1	1	1	1	1	77.98470405169	1	1
DUSP11	56.1167878701933	1	1	72.8682441302121	69.034297374771	1	1	31.5761916148098	1
DUSP2	464.519981715905	181.711445180265	99.7465187255658	409.667076113672	837.770126303961	408.22108306322	69.3579300961299	313.590181345143	1
DUSP22	1	27.7578470340464	1	1	1	1	1	1	18.2593012388053
DUSP23	142.022785809871	1	217.985775008841	341.236592933321	199.312261747425	1	266.551339950337	440.991123346782	1
DUSP5	1	1	1	1	1	1	72.6841591228665	1	1
DUSP6	1	1	52.3588255740835	1	1	1	67.789118636126	13.3629630222814	1
DYNLL1	120.964683997416	109.518288549347	138.363752312791	526.449775595085	137.291155619599	79.2906505979385	139.967403904734	132.899429658111	806.562616207106
DYNLT1	97.3516785802947	1	182.287689734923	121.147844896621	104.660639482093	60.4728644126881	157.434139024209	73.8202774568822	1
DYNLT3	94.1680200922393	1	1	79.5341759502668	87.7753537442816	75.6165991205605	1	1	1
E2F4	1	1	1	1	1	1	1	24.3548190170568	1
EAF2	1	593.537615293	47.2971225549475	1	1	1	85.1763815754933	108.019340478875	1
EBNA1BP2	1	1	1	1	1	1	1	31.0854768672149	1
EBP	44.205692441993	1	1	87.2763298855127	37.4740599185002	1	1	1	1
EBPL	107.228547069192	1	50.5916686310945	70.6753710984781	1	109.51485789509	1	55.6024665043648	1
ECI2	1	1	1	1	31.9729446126564	1	1	18.8064166933992	1
ECSIT	1	1	1	1	39.8458874656658	1	1	1	1
EEF1E1	57.444262502054	1	1	1	1	80.3238032700636	1	24.1103261085672	1
EFHD2	66.9577332643422	1	283.288400313092	614.122365119789	145.235233464922	1	284.321801431535	280.699081508918	1
EGLN2	20.7936834094141	22.7680554383538	1	23.2862976438645	1	25.0539726247064	1	1	31.992623940486
EHD1	25.5164796242553	1	1	36.8812252489685	27.6645678259068	1	1	1	48.0456305526197
EHD4	1	1	1	1	1	1	1	58.1631334625109	1
EI24	1	1	1	48.5865203611735	1	1	1	32.3356151468611	1
EIF1AX	46.0427164519135	69.2882773430661	1	1	52.2823535411508	57.7730109634169	1	35.4225097490452	65.6188133486893
EIF1AY	64.3148729716571	130.950948452287	1	49.6080710500782	49.5530756776257	62.7394921188069	180.486812942143	69.1798261823179	12.2586096157187
EIF2AK2	19.2496130620086	1	1	1	27.2190286072754	1	1	21.3540850007843	1
EIF2B1	43.5984312177757	1	1	63.2650826791411	1	1	1	83.1752828370343	1
EIF3J	42.6085908348357	59.8145455917839	1	66.0725705863201	34.4725722395275	1	1	28.5569170642027	1
EIF4E2	22.9479894416458	1	39.8712025106257	27.518863416093	1	1	94.3616529051089	48.1039272576466	1
EIF4EBP1	1	184.89351744309	570.705209135474	1	1	1	570.118293882412	513.082128688569	1
EIF4EBP2	1	1	1	1	1	1	30.9786914525766	1	1
EIF5AL1	53.4641014209442	1	1	105.958219308613	1	1	44.4471230667804	52.0993079825722	1
EIF5B	47.2161348070436	97.4251118170901	1	41.5338125669982	43.2727964501005	37.6167743975956	19.011737285926	10.1398043499203	1
ELAC1	1	1	1	1	1	1	1	37.1789311555687	1
ELAVL1	31.8024551338402	31.2614094831989	1	43.1780374327818	1	1	17.0384856986921	1	1
ELOVL1	1	1	1	49.8211880392629	32.0853611811442	1	17.8560616028102	26.1427162669457	1
ELOVL5	51.8917334424538	77.5623747250626	1	44.4670436908819	47.1682740024689	36.6601848674648	18.6032886436478	43.5171805755041	1
ELP6	1	1	1	1	1	1	1	31.5258221984505	1
EMB	33.1334444988103	1	1	44.6474558607409	47.3142895447456	1	1	33.1261262467742	1
EMC10	41.4828624403714	1	1	67.1364826619383	1	44.625727631839	28.5383129451687	46.0276532102994	1
EMC8	1	1	1	1	1	1	22.5984258082085	50.6953711391232	53.4954659216212
EMG1	1	1	1	49.7361728894999	1	38.8427357771571	24.7934587450656	36.4618832950601	1
EML4	24.1729368094925	1	1	1	1	1	1	1	1
EMR1	1	1	1	1	1	1	35.341786584541	1	1
EMR2	1	1	1	1	1	1	34.8258298001305	1	1
ENDOG	1	1	1	1	1	1	1	99.5911842151506	1
ENHO	1	1	1	1	1	1	1	639.388358012164	1
ENOPH1	47.5584314660649	1	1	63.9929827003422	57.1796867106506	1	1	32.854623491205	1
EOMES	1	1	1	1	44.1002229209755	1	1	1	1
EPHX2	1	1	1	1	1	38.2177414072667	1	1	1
EPM2AIP1	34.6499218600388	1	1	1	1	1	1	1	1
EPN1	1	1	1	1	1	1	68.3277324247027	41.7463217103512	1
EPRS	1	1	1	43.1642791626603	1	1	1	1	1
ERCC1	1	1	31.1541875422842	1	1	1	48.0200252818063	60.3374631656766	1
ERI3	1	1	1	1	1	1	1	25.5444260713388	1
ERICH1	1	1	18.5100939108532	1	1	1	37.5006538551247	1	1
ERLEC1	1	1	1	96.1259309067185	77.4877960958652	1	1	1	20.1302570655819
ESAM	1	1	1	1	1	1	1	1	221.145919399319
ESD	57.4187167230637	1	1	1	1	59.8290740200793	39.6012001893432	79.2844577560778	1
ESYT1	42.6192071417926	1	1	38.6394830132407	44.224478292825	1	22.382922249703	27.3691339079641	1
ETFA	28.1574261941181	1	24.581740399297	52.8652189161502	1	1	38.7526201846466	42.3542089185327	141.482450095392
ETNK1	1	1	1	1	1	1	1	24.2629858305386	1
ETS1	34.7228573616631	1	1	35.2557863955227	28.0010682983375	1	1	1	1
EXOSC4	1	1	1	1	1	1	1	1	109.779815770045
EXOSC5	1	1	1	1	1	1	1	97.1982181839423	1
EXOSC6	1	1	1	1	1	1	1	63.6474308969178	1
EXOSC8	43.988949428252	1	1	40.0040176560299	39.2722406179324	80.9114579367101	1	30.4079547821569	1
F13A1	1	1	1	1	1	1	1	1	401.143666001272
F2R	1	1	1	45.3559613301209	1	1	1	1	1
FABP5	1	1	1	1	1	1	1	155.729981481807	1
FAH	1	1	1	1	1	1	1	1	92.8391197022259
FAHD1	1	1	1	1	1	1	1	27.3731018861946	1
FAIM3	86.5052022914082	278.064326456509	1	75.9362232303832	88.088803559949	122.019307817971	1	26.0003513152091	1
FAM102A	23.9772119968805	1	1	1	1	1	1	1	1
FAM104A	60.3816035299894	1	1	59.0304251067514	1	1	25.8220300104571	27.2790081443754	1
FAM105A	1	1	1	49.5749232045887	1	1	1	141.12103581861	1
FAM107B	22.6046801887891	23.371831572803	1	20.8619378748054	21.851519147215	23.849937386355	1	1	1
FAM110A	1	1	1	1	1	1	134.966888307957	43.6792516167932	130.584060913233
FAM127A	1	1	101.796679191417	1	1	1	60.3268778350505	87.5273682606093	1
FAM129C	1	28.2240126357913	1	1	1	1	1	1	1
FAM133B	1	1	1	37.9807538436889	1	1	1	29.8501571635877	1
FAM173A	1	50.848183657408	1	45.7414806460629	56.5352434109259	1	29.70876584951	63.4877239452119	54.6156439587309
FAM177A1	25.6287559822974	1	1	1	1	1	1	35.8687847481976	1
FAM195A	1	1	62.7113634176321	1	1	1	47.8299661606077	1	1
FAM204A	30.6013395591979	1	26.618962162795	1	1	31.8023908168303	25.4737445701632	29.432964863798	14.1735181475695
FAM207A	1	1	82.9170246111055	1	1	1	66.0581770583058	1	1
FAM211A	1	1	1	1	1	1	1	31.0561267078195	1
FAM213A	1	1	1	1	1	1	1	63.4371951986248	1
FAM26F	82.0675887546679	958.059825161135	576.762012456938	112.6568556174	1	1	1233.05790137235	680.999387483572	368.748729395092
FAM3C	1	88.7110197845989	1	1	1	1	1	1	1
FAM45A	1	1	31.2744839691453	1	1	1	42.9105990128424	1	1
FAM46A	1	1	28.9257472074558	1	1	1	50.6676976517007	47.9157252653475	1
FAM49A	1	1	1	1	1	1	65.4962381414999	27.8413050618325	1
FAM50A	38.1355092936791	1	31.390733047421	1	1	1	36.7782952091615	37.0354747744593	1
FAM60A	1	1	1	1	29.0019971150344	1	1	1	1
FAM63A	1	1	1	1	1	1	1	1	119.683444946995
FAM89B	44.8313762932632	1	55.4195865700669	1	1	1	69.4563633947622	45.831202050147	1
FAM96A	48.2299712599921	98.9957931187286	47.1880606390285	1	1	1	52.6327364253618	75.4737414495793	1
FASLG	1	1	1	272.871776905892	1	1	1	1	1
FAXDC2	1	1	1	1	1	1	1	1	135.78749287468
FBP1	1	1	118.354628112382	1	1	1	116.041511911395	100.324947897661	1
FBXL5	1	1	26.9731485177923	1	1	1	16.3935939296768	16.7765783359458	1
FBXO6	1	1	1	180.249618317591	1	1	59.607132643777	101.015168891041	1
FBXW5	47.3177655644553	48.6576397031608	33.7357678659631	78.8631973464587	55.8530384988206	1	43.6574447950038	1	1
FCER1A	1	1	1	1	1	1	1	3536.46431380133	1
FCER1G	164.689369926045	167.384417878073	5861.80368954926	5872.86680532204	549.660205537496	247.623985674499	13700.1936736381	4643.21552301416	1127.92021020388
FCER2	1	297.186892627828	1	1	1	1	1	1	1
FCGR1A	1	1	56.9335817900577	1	1	1	1	1	1
FCGR2A	1	1	57.7790196868393	1	1	1	61.5746913106842	24.3859145753787	1
FCGR2B	1	45.9361217159983	1	1	1	1	1	19.4634797074589	1
FCGR3A	1	1	32.8627159389624	811.147259404173	138.824912190375	1	1036.88919492919	24.9436641087081	1
FCGRT	1	1	164.579639037222	1	1	1	97.5957314152577	141.987375449161	28.5247729650218
FCN1	143.374145923457	170.225808830128	7212.71572519631	164.008094216637	170.105562545885	205.810916641909	3787.3411643846	1065.3766656439	489.711180814927
FCRL1	1	76.0689283261615	1	1	1	1	1	1	1
FCRL2	1	35.0534605035811	1	1	1	1	1	1	1
FCRL6	1	1	1	166.390067943937	89.6355956481429	1	1	1	1
FCRLA	1	121.688965269978	1	1	1	1	1	1	1
FDFT1	1	29.1248114829632	1	39.4484829068427	1	1	1	50.1864312180658	1
FERMT3	72.4995740102847	55.3394769172095	71.9468400500849	240.129877226032	231.483949676694	55.052099664984	70.6274368904497	95.5195455685656	1862.08814761526
FES	1	1	29.1763994191488	1	1	1	1	41.5989043955892	1
FGD3	27.6133396343256	1	1	29.7791582107731	32.4338248144941	1	1	27.8764502563092	1
FGFBP2	1	1	1	7654.74481446064	1064.60026718185	1	1	1	1
FGL2	1	1	170.684292366707	1	1	1	220.560686186877	123.525648019835	1
FGR	1	56.2384760861822	150.192476201366	184.831847568766	54.2500620864772	1	240.449395648661	161.719165565676	1
FH	1	1	1	1	1	1	40.1601549715892	67.2850975589057	1
FHIT	1	1	1	1	1	59.7893858160511	1	1	1
FHL3	1	1	66.7834802283557	113.026831945331	1	1	1	44.9625428593795	1
FIG4	1	1	1	1	1	1	1	41.536338637854	1
FIP1L1	1	1	1	27.5080253837473	1	1	1	1	1
FKBP11	31.3363123440195	1	1	79.1045618520493	54.1746171063327	32.3917847965045	1	8.61289590821964	25.0245634012798
FKBP1A	211.204021803892	208.962232481956	480.53699410959	275.304646537425	174.168002599723	167.770918961687	683.452016468411	447.665923716148	1258.20994847027
FLI1	20.8665132664244	1	1	27.6434585837768	1	1	15.9591414702571	1	1
FLNA	1	1	19.0158621159043	33.100856887614	20.4382460981036	1	21.0715903924348	8.59779715103974	67.3842187337092
FLOT2	1	59.6576729360545	25.1221166480925	1	1	1	22.7701603674882	38.314558488407	1
FLT3LG	165.471837958513	1	1	1	80.8766279142419	195.004853694664	1	21.392678581124	1
FLYWCH2	1	1	1	1	1	1	94.8135082790067	133.962921980548	1
FN3K	1	1	1	1	1	1	1	1	103.8492488164
FN3KRP	1	1	1	51.2975985342518	1	1	1	27.4818013865357	1
FNTA	26.792380626818	61.7753190519648	1	34.2207381554847	28.9605486086929	23.4061784294844	1	21.6641028984575	1
FOLR3	1	1	246.200862693847	1	1	1	1	1	1
FOXP1	26.8462661845551	35.9000085972958	1	1	1	40.6345924230996	1	9.71586398944009	1
FPR1	1	1	280.725442600814	1	1	1	211.438698846168	44.1976458788217	1
FRAT2	1	1	74.0325069113199	1	1	1	79.9949614673395	1	1
FRG1B	69.4428711397611	193.994366501594	1	149.988435221713	1	116.21277166274	1	78.1353285933247	1
FUCA1	1	1	1	1	1	1	1	44.2392467075109	1
FUCA2	1	1	1	1	1	1	42.1378019930208	23.9951712945159	1
FUOM	1	1	122.72932621323	1	1	1	1	246.228080725122	1
FUT11	1	1	1	38.8823211208854	1	1	1	1	1
FUT7	104.065084177789	1	1	1	1	1	1	109.450098922977	1
FXN	1	1	1	1	1	1	1	32.7674988560594	1
FYN	31.4915067992066	1	1	38.2782917748289	55.1890748340669	25.0274099730915	19.7980444437828	23.5397484122961	1
G0S2	1	1	879.175650066712	1	1	1	851.882787436699	1	1
G6PD	1	1	1	44.0147855173341	22.3521134558018	1	24.3477651623279	1	66.4832462302208
GALM	55.9477015132952	1	1	1	1	1	1	1	1
GALNT10	1	1	1	1	1	1	1	1	22.5778642511488
GAPT	1	98.473938831794	23.8751867361549	1	1	1	23.7298156317142	57.2890765561367	1
GAS2L1	1	1	1	1	1	1	1	1	170.755060801379
GAS6	1	1	1	1	1	1	1	28.3536192359062	1
