NAME	Memory CD4 T	B	CD14+ Mono	NK	CD8 T	Naive CD4 T	FCGR3A+ Mono	DC	Platelet
GATA3	62.8877117023185	1	1	1	43.6230890775468	52.2783659280687	1	1	1
GBAS	1	1	27.7456319676691	1	1	1	29.6503744300846	36.9845453593527	1
GBP4	1	1	1	1	1	1	24.1608796502205	1	1
GBP5	1	1	1	33.4702532004263	35.5345903610915	1	1	1	1
GCA	1	60.8824430227591	91.5861706086049	1	1	1	90.7728079855855	46.9614611469042	1
GCC2	17.8027612499624	1	1	1	1	21.0548233051603	1	1	1
GCH1	1	1	1	1	1	1	31.0146774037681	1	1
GCHFR	76.7780753994169	1	45.5819167753223	239.146725181764	87.0685448465842	1	1	1	1
GCLM	1	1	1	54.8870072234201	1	1	1	1	1
GDE1	1	1	1	1	1	1	22.7262905342979	8.94049135888284	1
GEMIN7	1	1	1	1	1	1	1	43.7047182666843	1
GFER	1	1	1	1	1	1	33.4620014923156	1	1
GGA1	1	1	1	33.3189811681138	31.2351829900559	1	15.3323430241279	18.4101813626315	1
GGA2	1	23.9410184772509	1	1	1	1	1	16.4139693519522	1
GGCT	1	1	1	1	1	1	1	49.8624295966723	1
GID8	123.998978621685	164.912045785201	113.728428489741	189.801921644589	137.821997592585	1	136.327851073481	68.8305056638114	1
GIMAP2	222.54644697314	1	149.968959325487	234.552701360175	274.622302400394	371.539197776713	261.522191953464	17.2180008371739	1
GIMAP4	449.622067904969	1	168.290769225946	350.514926699105	342.744282080304	331.330380329662	160.874383851026	87.7838841643976	1
GIMAP5	153.788015481404	1	1	91.4777923200938	120.765637974273	150.174023707272	1	16.245580011508	1
GIMAP6	55.2442719612112	1	1	114.175647136862	108.585437528109	55.545265122167	1	1	1
GIMAP7	2712.71405943698	157.656738410006	1690.87838056887	2875.41681176589	2308.85097084337	2362.22773112594	907.219121513329	457.371334565802	1
GINM1	1	1	1	1	1	1	196.332594979492	74.1478095141908	1
GLA	1	1	1	1	1	1	1	1	230.947395624423
GLG1	23.5698863951959	1	1	23.3425980956061	1	1	12.6733716032202	1	1
GLIPR2	69.8552495475069	1	134.7700392958	238.378451171188	70.1190897118825	35.0628473789528	50.7673296374691	67.7709577755657	1
GLO1	74.6678145378268	144.712087717584	1	113.920370764666	126.227377042644	72.2591519581965	36.8879131722047	72.2101696566706	1
GLTP	1	1	1	1	1	1	1	76.9377211295554	1
GLUL	1	1	26.0983231127633	1	1	1	23.4592113568189	1	77.8979467776389
GMDS	1	1	1	1	1	1	1	21.613340838887	1
GMIP	1	1	1	1	1	1	22.4375857012293	1	1
GMPR2	22.1867674865152	1	1	1	1	1	17.3101710477536	23.1553543038026	1
GNA15	1	1	1	1	1	1	1	94.2749535921585	21.821445685001
GNB1	1	1	39.2173538258273	1	38.0928520201592	1	43.7441415458077	57.4667530066921	84.2177108648091
GNB4	1	1	1	1	1	1	1	21.3619359498294	1
GNG11	1	1	1	1	1	1	1	1	9035.98936993516
GNG2	22.2199005182566	1	1	79.981430382451	29.9609190211468	1	30.4566823497419	1	1
GNG7	1	196.806457886879	1	1	1	1	1	20.2106609847689	1
GNGT2	1	1	1	1	1	1	1	47.9424278874758	1
GNL2	1	1	1	1	1	1	1	33.334601522935	1
GNL3	35.6258773472038	1	1	1	1	1	1	1	1
GNLY	25.9068228936406	1	28.2879242663255	5287.10366920954	884.325798972257	1	1	30.4841556478327	1
GNPAT	1	1	1	1	1	1	1	29.3070204318376	1
GNPTAB	1	1	1	40.7442994039161	1	1	1	1	1
GNPTG	1	1	1	50.4151456023832	1	1	1	1	1
GNS	1	1	1	1	1	1	20.8146660901099	1	1
GOLGA7	78.0275976320063	1	1	147.958798704906	67.205464889853	95.1045949013113	34.080615762743	34.8467736026113	1
GORASP2	25.9858359404653	1	1	1	1	1	1	23.2690828553499	1
GP1BA	1	1	1	1	1	1	1	1	572.312832025693
GP9	1	1	1	1	1	1	1	1	13776.9566921988
GPAA1	1	1	1	34.9833820109751	1	1	1	9.8331158716094	1
GPATCH8	1	1	1	29.6767279950902	1	1	1	20.3539265129278	1
GPBAR1	1	1	80.2819239961026	1	1	1	116.365036903594	1	1
GPBP1	32.9937186619288	37.1423376786241	1	34.5710342990438	40.2536861989816	30.6234967482708	1	15.2700828543305	1
GPBP1L1	1	1	1	1	1	1	29.424648393938	1	1
GPI	25.4869739530519	1	1	1	1	1	21.5109428246837	7.44888510655128	1
GPN3	1	1	1	1	1	1	20.6865883592559	1	1
GPR137B	1	1	1	1	1	1	37.9154644321937	1	1
GPR171	137.241199007481	1	1	1	166.814311915198	1	1	1	1
GPR18	1	102.894567137878	1	1	1	1	1	1	1
GPR183	310.268310753564	189.560409037919	1	1	566.5752747859	236.552549916068	1	326.789319081461	1
GPR56	1	1	1	26.9749170724911	1	1	1	1	1
GPR65	1	1	1	219.490719234514	140.38158830762	1	1	26.981395401295	415.929545806055
GPX1	262.926616340197	430.801531378766	2048.89012649754	150.760197349615	211.458866188168	269.619893208915	689.009132682951	2270.25110643283	16088.4949697116
GPX7	1	1	1	123.229590335215	1	1	1	1	1
GRAMD1A	33.1572322903144	1	1	1	41.4804420154304	32.416819944451	25.8655847587319	1	1
GRAP2	39.0083568742965	1	1	29.1128200722549	41.4442224939856	38.0619014313805	1	1	809.258913818882
GRHPR	1	1	18.8413166700899	38.5840411772781	1	1	1	16.9170268302453	1
GRINA	1	1	35.1063302700325	1	1	1	38.5587855995288	21.2859032961816	1
GRN	1	36.8683807532133	326.883045808552	1	1	1	111.780087033501	344.642093375902	104.994550129546
GRPEL1	1	1	1	1	1	1	42.2739670739986	1	1
GSN	1	1	1	1	1	1	1	51.7452855512527	173.639563960648
GSTA4	1	1	1	1	1	1	42.491683036219	1	1
GSTO1	271.214577269294	122.092424366819	416.235500687696	261.798950782068	202.131618941748	186.978660601298	491.892808786523	388.643874826585	2498.25166955825
GTF2E2	72.4554575857258	1	1	1	77.7512355756425	1	45.9271568842994	32.6961470749082	1
GTF2F1	1	1	1	34.7548704404861	43.6701955704676	1	28.2482393513915	19.1167743712333	1
GTF2F2	1	1	1	1	1	1	33.6254833968943	59.5099650645479	1
GTF2H5	1	1	1	1	1	1	1	23.6792191249198	1
GTPBP6	59.8035985086799	1	1	1	1	1	1	1	1
GUCD1	1	43.7670126812587	1	1	1	1	1	1	1
GUCY1B3	1	1	1	1	1	1	1	1	83.5292655347387
GUSB	1	1	1	1	1	1	30.5423835947196	38.1187758813069	7.46114664229521
GYG1	31.393784559054	1	27.6177032654547	47.1934489761204	75.0594303774242	1	44.5996227233088	20.9411329669118	1
GZMA	541.403823088126	1	1	12845.0949914219	6216.01182671363	380.139899010669	1	1	1
GZMB	1	1	1	9477.99023288405	808.183599975873	1	1	1135.45242474194	121.368593025146
GZMH	1	1	1	3198.99447929872	2925.35199091043	1	1	1	1
GZMK	364.053320539687	1	1	1	2988.58202907051	1	1	1	1
GZMM	496.091992089199	1	1	3836.0249438405	1837.77961624099	620.352450804252	1	151.606928317376	1
H1F0	1	1	1	1	1	1	69.3869601983978	1	259.244641222898
H2AFJ	36.959734811994	1	59.5120805530095	65.2514709688904	1	41.4260093620636	35.8515719108376	54.3106210138682	366.878251565632
H2AFX	1	1	1	1	1	1	1	47.2124845896508	1
H3F3A	151.514281360734	238.328416196543	294.503851573964	294.575904364486	185.612786510302	135.805018616241	402.261264408992	335.266695810415	1570.88497210036
HARS	1	1	1	27.9374049572742	1	1	1	1	1
HAUS1	1	53.7785190168588	1	1	1	1	28.9625088986133	65.7633914292111	1
HAUS4	1	1	22.4611970267466	1	1	1	1	28.3175012256977	1
HAVCR2	1	1	1	236.080218620974	1	1	1	74.1228370099069	1
HBA1	1	1	1	765.16124061338	1	1	1	1	1
HCAR3	1	1	1	1	1	1	76.8379412068321	1	1
HCCS	1	1	1	1	1	1	34.4719659983321	49.0148410111912	1
HCFC1R1	1	1	1	1	1	1	23.5461706524114	1	1
HCK	1	1	136.260014781324	1	1	1	349.264266160848	94.296481725091	1
HDAC1	65.8790973939563	55.1336029869475	1	97.5703693943179	87.2714563843237	105.799176832075	16.6643668448799	36.7130196147324	1
HDAC3	1	1	1	1	1	1	1	34.2340093430929	1
HDDC2	40.1840427035004	1	21.6444411786764	81.8307274224578	32.2921299412776	42.002577553161	1	18.2946875159211	1
HDGF	1	1	1	1	1	1	1	1	112.623033174403
HEBP1	1	1	73.5902007249534	1	1	1	54.533217520878	31.5883229490736	1
HEBP2	1	1	1	1	1	1	1	27.2584587002958	1
HENMT1	1	1	1	92.2628567277936	1	1	1	1	1
HERPUD2	37.4912338359819	1	1	1	40.6143232813336	1	1	1	1
HES1	1	1	1	1	1	1	77.5942174966612	1	1
HES4	1	1	1	1	1	1	286.271317859488	1	1
HEXA	1	1	1	24.4346349137486	1	1	1	27.7706228909636	1
HEXB	1	1	43.4535542899659	55.1292809740679	1	1	22.5070492465622	58.6383329228236	1
HGD	1	1	1	1	1	1	1	1	330.224598197837
HHEX	1	95.1933330689077	35.2796566090412	1	1	1	41.7823397624749	33.4606027206143	29.533600508621
HIGD1A	1	1	1	68.1696084473764	1	1	1	22.382813563562	1
HIST1H1C	235.397294957034	287.503233353972	1	1	319.355928003198	1	175.422015003667	57.1338718106371	1060.09311900148
HIST1H2AC	1	1	1	1	1	1	1	1	4034.28315223123
HIST1H2BJ	1	1	1	1	1	1	1	1	923.479343773468
HIST1H2BK	1	324.93807146556	1	357.208626714608	1	1	125.503320512322	148.662934144746	2941.38066832767
HIST1H4C	416.601748553013	404.09114795381	1	727.094669726043	405.244070915259	469.64582365748	1	167.617098126114	1
HIST2H2AC	1	1	1	1	1	1	108.76168808059	1	1
HK1	1	1	1	1	1	1	20.1942708132935	1	1
HK3	1	1	1	1	1	1	39.2578029147956	1	1
HLA.DMA	1	107.643544745126	39.9702236975728	1	1	1	20.4825283459525	101.23374215114	1
HLA.DMB	1	34.3088951858023	9.27913693515965	1	1	1	1	23.9960496556282	1
HLA.DOB	1	57.1254693575101	1	1	1	1	1	1	1
HLA.DPA1	1	179.33636450578	68.1636175713502	12.2247675421283	19.7192558477303	1	99.5132593071672	350.509078245422	1
HLA.DPB1	19.1594634757345	458.950357471966	127.659205510841	22.3987911914849	52.1023540488098	13.7487930176462	115.461916653983	791.717606718313	25.2603862423113
HLA.DQA1	1	138.937618577122	1	1	1	1	15.9737958308642	202.885266736678	1
HLA.DQA2	1	173.493689416219	1	1	1	1	20.04644076492	255.203671125563	1
HLA.DQB1	1	197.605948570375	17.1868799768609	1	1	1	11.3849465395276	222.728599607217	1
HLA.DRA	54.2287560263339	3212.46799299403	914.756493925106	73.6095593618198	69.0198048005666	49.3788471351588	773.53613174971	4199.97701366937	177.59067118079
HLA.DRB1	58.1076758663215	1577.03607683868	641.248428035715	61.5361892776416	165.014007235005	37.9884214772433	752.479250892868	3025.24020545756	154.957792825251
HLA.DRB5	146.140354056548	5436.35054084436	2138.78385594652	1	520.485098049321	1	2212.39202709089	9655.34839183086	749.193545810936
HMGA1	67.2190877547406	46.0227168151268	1	1	66.260968047676	54.4979084999802	1	88.784425219084	1
HMGN2	1	1	1	1	1	1	36.4349337411083	20.5547795784016	9.35144977807547
HMGXB4	1	1	1	1	1	1	1	27.4195543631718	1
HMOX1	1	1	68.8567846052221	1	1	1	289.997906163068	1	1
HMOX2	66.1791528166085	1	1	103.913420864182	86.5584799831702	65.199104980169	18.1164923467089	55.8268135425491	1
HNMT	1	1	45.2716395891822	1	1	1	28.7680867936551	1	1
HNRNPD	23.2150143326939	1	1	27.2759479795347	1	1	1	36.8146911615536	1
HNRNPH3	41.3710179383577	85.7869343660332	1	26.1445064239443	49.2880453207908	54.9348226759633	17.313601613726	28.8885308940773	1
HNRNPL	1	1	1	32.2282328171322	1	1	1	12.3016546702859	1
HNRNPUL2	1	1	1	1	1	1	1	34.0110758192254	1
HOPX	39.6222773206658	1	1	346.747612201609	215.330940472966	1	1	1	1
HOTAIRM1	1	1	69.6612950756643	1	1	1	101.130022978149	26.9624717765123	1
HP1BP3	33.20847542724	1	1	1	1	29.3476113848618	19.0759943232474	27.8116952731019	1
HPCAL1	46.0520062012032	1	36.0124575354659	34.041390052284	1	44.0313221461923	28.6778388334411	1	76.7802868007798
HPS1	1	1	1	1	1	1	27.1014991870506	1	1
HSBP1	1	1	63.5970883547471	45.7823151420898	1	1	120.849625077439	38.6322093812757	22.7334950225139
HSCB	1	1	1	1	1	1	1	78.6264207843706	1
HSH2D	1	1	1	65.9358177949269	1	1	14.9083469037161	43.3747104063727	1
HSPB1	137.284077873435	1	1	129.692554121302	124.838254202296	153.030243067498	80.5660446263215	79.9495134171231	245.9668050198
HSPB11	1	1	1	1	71.7343810848047	1	1	43.3772533866983	1
HTATIP2	35.1315162858163	41.4711363204725	34.9751144191164	1	44.7176271752663	1	40.1663763081323	37.3455907007324	217.37267079465
HTATSF1	58.6671308045447	1	1	42.2615148777125	47.2052206048502	1	1	34.0581889407426	1
HVCN1	1	354.567609517316	30.5309530783343	1	1	1	46.5675861983217	1	1
ICAM4	1	1	1	1	1	1	55.7766277362504	1	1
ICOS	73.0227485720861	1	1	1	1	1	1	1	1
ICT1	81.1302340803939	1	1	102.9492345352	1	1	45.8431701139301	127.468849702526	1
ID1	1	1	239.718828525972	1	1	1	1	517.098763956477	1
ID3	66.3376400498766	121.670199656301	1	1	1	83.7045084262144	1	61.5641048712494	1
IER5	1	1	1	1	1	1	56.7699162578744	1	1
IFI30	1	1	434.980314118268	1	1	1	648.100425179221	412.389111372913	1
IFI44	61.686472061492	1	58.1439201605651	77.9424597034562	1	1	47.2946839947875	78.3908804916443	1
IFI6	796.261729911672	274.079798126454	1588.37756634037	479.23055355606	549.138685199872	480.423430685098	1023.91183543914	1284.88683046608	1
IFIT1	1	1	55.8107801834121	1	1	1	77.6312609509195	56.3701974018538	1
IFIT2	1	1	73.2761717224706	1	1	1	63.5992079855597	103.238550911608	1
IFIT3	125.842016782135	117.393030322392	112.138713779724	172.793658474913	1	1	188.792758121417	40.8746023989924	47.9705781496146
IFITM3	1	1	1356.89828083273	222.557131490961	172.829780154268	1	3148.56946808402	1398.00667909858	294.95817516049
IFNAR1	1	1	1	1	1	1	20.624107520666	42.6285731612637	1
IFNAR2	1	1	1	39.0256993087522	1	1	29.9969827397761	1	1
IFNG	1	1	1	344.457021301835	250.534832315561	1	1	1	1
IFNGR1	1	1	45.2254740263144	80.5504122228005	70.7474201331522	1	49.798949137185	53.8387433535833	1
IFNGR2	1	89.6317884935008	162.971132239296	1	1	1	135.855383027216	80.1692357559168	1
IFRD1	50.0575351162169	32.467437878775	1	37.2636918399948	54.5483433377167	36.8253945544311	23.7741359063745	36.2939145572462	88.4530581798726
IFT52	1	1	1	63.4555250145641	1	1	1	30.6232243931909	1
IFT57	1	109.052415945391	1	1	1	1	86.7986632912685	25.8661274276521	1
IGFBP7	1	1	136.123340860504	1546.93154783274	1	1	92.1369916665282	187.429370323926	1
IGFLR1	1	1	1	1	1	1	19.7183470486007	76.5072499477251	1
IGJ	1	572.563191273932	1	1	1	1	1	226.811568348457	1
IGLL5	1	2106.07321771677	1	1	1	1	1	1	1
IGSF6	1	1	341.537375341547	1	1	1	245.634376167967	336.130791540637	1
IKBIP	1	1	34.4790575888054	1	1	1	21.0813445213347	74.1069391858918	1
IKZF1	18.7971082421869	1	1	27.0742735129711	1	22.6399451679066	20.2087094610847	1	1
IL10RB	1	1	65.9500292986068	47.0813782093039	1	1	82.3375911268162	41.961380168877	1
IL12RB1	37.0992969436297	1	1	101.101396932992	67.8326784028902	1	1	1	1
IL13RA1	1	1	1	1	1	1	1	52.1480122209038	1
IL17RA	1	1	22.6248181993023	1	1	1	1	13.970773101648	1
IL18	1	1	1	1	1	1	1	33.14954060667	1
IL1B	1	1	161.332754708999	1	1	1	49.7037230192878	274.693553871035	62.7888430658503
IL23A	237.587637773754	1	1	1	1	361.09887953091	1	1	1
IL27RA	144.05938135349	1	1	83.4076912080236	111.58022382525	192.817527518378	1	1	1
IL2RB	1	1	1	266.229563780307	97.1469382439043	1	1	1	1
IL32	466.925441354082	1	1	342.046132488067	604.493552414037	283.500732936203	1	36.4915010957382	1
IL3RA	1	1	1	1	1	1	1	132.987647857733	1
IL4R	1	52.8447955438726	1	1	1	1	1	1	1
IL6R	1	1	1	1	1	1	1	30.2125263183848	1
IL7R	357.126019328704	30.6490064098887	1	35.198318855614	258.331451461335	272.11066252791	1	37.7952778374386	1
IL8	1	1	416.614839265556	1	1	1	157.834325358949	229.159679569728	1
ILK	1	1	31.6809200663453	45.767218855311	30.4663596997472	1	26.7796071283418	30.4042955530125	629.368384195926
IMP4	1	1	1	85.351693340163	30.1425992194176	1	19.175398782801	24.2880778214002	1
IMPDH1	1	1	28.5737019501425	1	1	1	41.2736049840508	40.0683474836474	1
IMPDH2	46.0689849059012	83.5311751348804	1	45.0741019139225	47.9539567059491	85.861974294385	25.5285327499116	65.3385487409905	1
ING2	1	1	1	1	1	1	51.1946091828817	1	1
INPP5D	1	1	1	32.1844230869628	1	1	1	38.8539528289734	1
INSIG1	1	1	1	36.3269947291409	1	1	58.2840036512168	29.7255870447513	70.2215420476385
IQGAP1	1	1	19.280819739416	22.3902122074976	1	1	11.1882725534783	13.2325429244565	1
IQGAP2	1	1	1	43.4723528530519	1	1	1	1	1
IRAK4	1	1	1	28.168620400121	1	1	1	1	1
IRF2	59.2278338036017	63.1710473995334	1	1	80.1527132828017	59.4800541624864	47.3984798937999	34.9884310636597	1
IRF2BP2	1	1	43.1460036740282	1	1	1	1	61.8843001906933	1
IRF3	23.7338033841586	1	1	36.4722668055442	32.2642813830134	1	1	1	1
IRF8	1	182.579692578044	28.4247600299859	1	1	1	22.1589420006896	165.836070640641	1
IRF9	50.8865300693002	124.210472616592	1	56.8713626223664	46.6219180155872	41.6704157568506	27.4984862390599	26.6446562551867	1
ISCA2	55.4998639885848	1	1	1	1	48.1474137294716	1	32.2887906854052	1
ISG20	171.092777604065	323.001251060712	22.0021695376527	173.446866210148	136.772558383864	124.964755148589	32.5749169146481	50.879929361476	1
ISOC2	1	1	1	1	1	1	1	52.7566546446372	1
ISY1	1	1	1	34.6966369433804	46.4690693038907	1	1	22.2496867288566	10.5784278016697
ITGA2B	1	1	1	1	1	1	1	1	930.456671231784
ITGA4	27.7860227805822	32.0169512721891	1	1	1	1	20.0092937023556	21.0935078862302	1
ITGAE	1	50.4895117637684	27.8919928787917	1	1	1	1	40.6137504535139	1
ITGAL	1	1	1	59.1377276667344	28.4839311998829	1	35.5675669195533	1	1
ITGAM	1	1	30.3458509200064	49.2095950318488	1	1	1	1	1
ITGAX	1	1	1	1	1	1	25.5215921018319	1	1
ITGB1	20.0628194177126	1	1	1	1	1	1	1	53.8625799330477
ITGB2.AS1	48.7938252234888	1	54.8519417728682	1	80.6417443199291	1	66.5640178684065	75.8012204632619	1
ITGB3	1	1	1	1	1	1	1	1	242.71532697545
ITGB7	91.4907163968919	1	1	94.7475627791304	57.7128587006888	31.2816646750352	1	47.1216977484126	1
ITK	20.3585418860001	1	1	1	1	1	1	1	1
ITM2A	155.129172138803	1	1	1	126.385119757222	133.783918756357	1	1	1
ITM2C	1	120.215556749068	1	1	1	1	1	169.45115571736	1
ITSN2	1	29.9009276140971	1	1	25.515563267508	1	1	17.998507010957	1
IVNS1ABP	1	1	1	1	1	1	1	23.4597408458693	1
JARID2	1	1	1	1	1	1	1	1	46.5818522285516
JMJD6	1	1	1	35.2569052423687	1	1	1	16.9173082266037	1
JOSD2	88.7309819351593	1	107.085690139048	1	87.6360361671423	1	99.4814307918465	156.819277419664	1
JUND	95.8563162543931	130.502324036848	326.303791306252	85.7565282218023	94.9649656995333	138.06438017245	88.4895335987521	98.8127191609541	1
KB.1208A12.3	1	1	1	1	1	1	1	41.9784545563329	1
KCNK6	1	1	1	1	1	1	1	19.7196274576034	276.389764035336
KCNQ1	1	1	1	1	1	1	1	24.5957581986177	1
KCTD18	1	1	1	1	1	1	1	31.6769412459914	1
KCTD5	1	1	1	1	1	1	1	35.7273270289224	1
KDELR1	54.7366230215451	1	67.1223682644246	1	1	1	53.7824364904091	59.4636372313282	171.909633018083
KDM1B	1	1	1	1	1	1	38.0451776693309	30.9667220178515	1
KIAA0040	1	62.6313769700938	1	1	1	1	1	1	1
KIAA0125	1	209.085296858757	1	1	1	1	1	1	1
KIAA0226L	1	31.7034032121504	1	1	1	1	1	1	1
KIAA1033	1	28.561482570123	1	1	1	1	1	12.7625655694767	1
KIAA1143	1	1	1	1	1	1	28.9344191652003	52.4804876848164	1
KIAA1551	22.9912564554383	1	1	1	1	1	1	1	1
KIF16B	1	1	1	1	1	1	1	28.1377492577118	1
KIF2A	1	1	1	1	1	1	1	1	84.7022988643731
KIR2DL3	1	1	1	43.3787717188478	1	1	1	1	1
KIR3DL2	1	1	1	44.7820095870396	1	1	1	1	1
KLF10	1	1	1	1	1	1	1	73.1637704539421	1
KLF13	1	1	1	27.0134073516271	1	1	1	1	1
KLF3	1	1	1	41.2498149132746	1	1	59.8605940139052	18.9990900572431	1
KLF4	1	1	106.754154041849	1	1	1	99.8891684338538	186.330573116412	1
KLHDC2	36.5832291212952	1	1	1	35.2803710541655	1	1	1	1
KLHDC3	1	1	1	111.216809147931	63.2735769562608	1	44.0951792426566	64.3235078310844	21.7015569788706
KLRB1	118.239580891068	1	1	420.867453364487	363.210466620765	1	1	1	1
KLRC1	1	1	1	84.957891607673	1	1	1	1	1
KLRD1	1	1	1	228.62807232379	70.225324106517	1	1	1	1
KLRF1	1	1	1	344.347389504793	1	1	1	1	1
KLRG1	58.0412426482618	1	1	189.386103133963	451.840629082734	1	1	1	1
KMT2E.AS1	210.690763618452	1	1	1	1	1	1	124.393368449217	81.7893338855604
KPNA2	1	1	1	62.0318861805826	1	1	1	58.5393008391632	1
KPNB1	23.8915594544787	1	1	48.251431891107	1	1	25.0969327860058	1	1
KRAS	1	1	1	1	1	1	20.53479268111	1	1
KRCC1	156.072412258265	219.278550019807	83.8711837636747	115.06219957892	1	120.332705090714	59.0619900212953	52.9106682130032	1
KRR1	1	1	1	1	46.1643091908044	1	1	1	1
KTN1	1	1	1	1	14.5948899540473	1	1	12.0722618757805	1
KXD1	1	1	20.2362590501997	24.1582718750826	1	1	19.1199412292831	19.6835490271886	1
KYNU	1	1	68.4740363715873	1	1	1	68.0042111696465	1	1
LACTB	1	1	67.9082961454339	1	1	1	70.8410307868787	58.697014464112	1
LAG3	1	1	1	1	122.612568419537	1	1	1	1
LAIR1	1	1	1	22.591858707967	1	1	9.39018939593637	1	1
LAMTOR1	140.525218186218	200.246717183771	256.151369544218	193.316933428356	156.947573687713	183.625979539443	167.058338413028	326.876791297198	1418.29656382293
LARP7	1	1	1	1	1	1	26.4275465912613	33.8560085726584	1
LASP1	1	1	1	37.0064803743341	1	1	25.4404779423982	1	46.2784588373789
LAT	109.028290276081	1	1	90.1214875287884	112.250238513614	83.0763955032814	1	1	62.367796482285
LAT2	1	101.570614667559	19.8790747914587	53.7555660409038	1	1	1	25.1428010693967	1
LBH	55.5204157238664	101.493725258145	1	77.5556389569518	78.1894981648652	73.6711965461155	1	1	1
LBR	1	1	1	42.531598538198	39.9670337914437	1	1	1	1
LCK	225.34753757871	1	1	195.984605043058	261.95623634273	203.784400011678	1	1	1
LCN8	1	67.9521634030708	1	1	1	1	1	1	1
LDHB	1460.72130868387	338.495420582099	198.424857690162	501.979564789547	670.809863066473	1550.2674401882	118.954716911406	371.445194230677	144.177638408639
LDLRAP1	43.7898137440155	1	1	1	1	109.958710550686	1	1	64.4214241052195
LEF1	46.7396445387981	1	1	1	1	68.2087130856954	1	1	1
LENG1	46.6432590739108	1	1	57.7643732608933	63.4982049146694	72.3425253626923	34.423809009303	1	1
LEO1	1	1	1	1	1	1	1	32.9287095684893	1
LEPROT	1	1	32.4133815452878	1	1	1	39.5835121528489	26.0575071762305	293.15795909408
LEPROTL1	167.955795271152	1	27.7047951766588	91.9905470403128	72.6413915200566	190.871651277382	47.2224918586865	22.1628465212811	1
LFNG	1	1	1	1	1	1	42.5140089248439	1	1
LGALS2	1	1	6994.85158380816	1	1	1	599.346347342594	3792.12028648188	690.125634400103
LGALS3	110.906593785418	1	650.918515242246	1	106.535272215142	1	473.374766066875	327.834737589847	43.1241865427892
LGALS9	1	1	59.7391130715448	1	1	1	82.2790389894353	74.9898445102225	1
LGMN	1	1	1	1	1	1	1	29.8151631033168	1
LHPP	1	1	1	1	1	1	1	44.6155192409599	1
LILRA3	1	1	29.7581829412565	1	1	1	131.044346812497	1	1
LILRA4	1	1	1	1	1	1	1	117.395266037963	1
LILRA5	1	1	90.0021337943835	1	1	1	159.035332724258	32.8390037952465	1
LILRB1	1	1	1	1	1	1	24.0265101248143	1	1
LILRB2	1	1	37.8875022872615	1	1	1	79.8695391241506	29.2920146278193	1
LIMS1	58.9047036195649	1	20.745525001296	1	1	35.2092426973549	34.1631134295646	21.5635941115115	333.230072854371
LINC00116	92.0376823143174	1	1	1	90.0844312313371	90.6415555887992	54.1413325824699	55.8242039111149	1
LINC00152	70.5549800631772	1	43.6170560757574	1	102.002618766083	1	44.4415834303602	59.769121665663	121.634299039133
LINC00176	1	1	1	1	1	47.163322428289	1	1	1
LINC00324	1	1	1	1	1	1	1	64.2415380361478	1
LINC00528	1	1	1	1	1	1	1	141.789289244096	1
LINC00861	39.5619838892846	1	1	1	58.0925029062328	58.0447971042908	1	1	1
LINC00877	1	1	1	1	1	1	51.7277098248284	21.3686240864552	1
LINC00926	1	718.653058649498	1	1	1	1	1	1	1
LINC00936	155.594464011773	178.394939823858	542.181770424086	1	108.593923404667	97.031432661515	309.027010402173	211.265320110028	87.5201787449387
LINC00938	1	1	1	1	1	1	1	80.9305652898659	118.186900592734
LINC00984	1	1	1	1	1	1	1	1	934.386541788754
LINC01003	1	1	1	1	1	1	1	83.193854290207	350.45319569714
LLPH	106.567235093536	1	1	117.114360912817	1	89.0065570275696	64.8693343837758	82.3174525314551	1
LMBRD1	1	1	1	1	1	1	32.6469641309721	1	1
LMNA	21.4860032938201	1	1	1	1	1	1	38.0569564567941	74.0879996368871
LMO2	1	1	1	1	1	1	27.293685398889	48.4011512438685	1
LMO4	1	1	27.2506839771382	50.0252650421326	1	1	25.7509093361991	27.022983482692	1
LPAR6	48.5545209162751	1	1	1	1	1	1	1	1
LPCAT1	1	1	1	42.6020865311341	1	1	1	1	1
LPXN	69.9477836346439	1	1	81.5575260386118	79.0501774838001	1	1	67.0468680722954	1
LRP10	32.339039218511	1	1	29.333706991665	1	1	20.8721230074202	16.2398670553477	58.6489224319776
LRRC25	1	1	118.340438123639	1	1	1	313.8317159507	77.1421029088483	1
LRRC26	1	1	1	1	1	1	1	269.476282564413	1
LRRC47	1	1	1	93.8315337266153	1	1	1	1	1
LRRC59	1	1	1	41.0820190749027	1	1	39.0646810339556	1	1
LSM5	36.8538809431124	40.5201985643461	1	49.4911807155978	42.1448396577745	44.4096698492378	1	1	1
LST1	1	1	128.015224329468	1	1	1	318.466508281717	76.4397158907778	1
LTA4H	1	71.0971630053459	43.5300032041253	1	1	1	52.300866052776	1	1
LTB	1530.51246299008	1267.75351345747	44.2753409611917	88.4206623690323	643.776583375985	927.779444412888	136.621562701303	180.011148438787	18.6022708017747
LTB4R	1	1	29.5293423388859	1	1	1	1	24.4479307086268	1
LTV1	1	1	1	78.2680017761425	1	1	1	144.425346483877	1
LY6G6F	1	1	1	1	1	1	1	1	283.927428771286
LY86	1	1236.10751696181	749.888481255919	1	1	1	299.948163692976	1162.82088260945	335.333552348601
LY9	21.2030391168659	1	1	1	27.5834734320301	1	1	1	1
LYAR	319.402218388977	1	1	534.680846370954	852.849801976778	144.003910374016	50.7856840878286	48.8791633920381	1
